Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
JP. FOLACCI	8	21	3	14	39431,00	8984,00	48415,00	7258,00	1877,67	4929	3
D. MORISSON (S)	16	46	1	22	39204,00	8041,00	47245,00	7179,00	852,26	2450	3
M. GONZALEZ (S)	3	16	2	10	38051,00	21683,00	59734,00	7758,00	2378,19	12684	5
MME G. GADBLED	7	28	3	12	37447,00	16172,00	53619,00	6376,00	1337,39	5350	4
G. BATISTIC	12	35	1	13	37249,00	10123,00	47372,00	3921,00	1064,26	3104	3
MME N. BENTLEY	10	39	3	18	36679,00	15437,00	52116,00	6875,00	940,49	3668	4
F. SANCHEZ	11	36	3	14	36603,00	16558,00	53161,00	6006,00	1016,75	3328	3
A. SANGLARD (S)	7	32	3	17	36417,00	18169,00	54586,00	7086,00	1138,03	5202	5
J. PLANQUE (S)	12	54	1	29	35765,00	16614,00	52379,00	6557,00	662,31	2980	5
MME N. SIGAUD	4	23	1	15	35295,00	15877,00	51172,00	6259,00	1534,57	8824	6
A. FOUCHET (S)	10	29	2	12	34584,00	6383,00	40967,00	5953,00	1192,55	3458	3
MME I. JUTEAU	5	34	2	22	34576,00	15551,00	50127,00	6183,00	1016,94	6915	7
MME S. AUDOY	2	8	3	4	34524,00	1231,00	35755,00	515,00	4315,50	17262	4
G. FOURRIER	11	40	2	19	34422,00	10419,00	44841,00	6232,00	860,55	3129	4
OA. ANAYA	7	17	3	7	33921,00	14448,00	48369,00	6048,00	1995,35	4846	2
B. GOURDON (S)	12	22	1	17	33856,00	401,00	34257,00	5861,00	1538,91	2821	2
M. DREAN	5	17	2	6	33748,00	15183,00	48931,00	6254,00	1985,18	6750	3
V. CHATELLIER	8	15	3	11	33663,00	12712,00	46375,00	6213,00	2244,20	4208	2
SIMON & ED CRISFORD	4	4	0	3	33220,00	0,00	33220,00	0,00	8305,00	8305	1
A. WEST	18	73	2	14	31909,00	12930,00	44839,00	3868,00	437,11	1773	4
P&C. PELTIER (S)	8	20	2	16	31782,00	6425,00	38207,00	4985,00	1589,10	3973	3
E. ALLAIRE (S)	12	17	4	10	31735,00	8038,00	39773,00	5834,00	1866,76	2645	1
AS. PACAULT (S)	7	16	2	13	31075,00	3993,00	35068,00	5722,00	1942,19	4439	2
M. NIESLANIK	11	25	1	10	31053,00	4298,00	35351,00	2156,00	1242,12	2823	2
I. RAYBOULD	6	27	1	16	30822,00	13223,00	44045,00	4744,00	1141,56	5137	5
M. ANDRIANTSOA RATSIMIHAH	4	17	2	7	30027,00	13905,00	43932,00	5707,00	1766,29	7507	4
