Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
CHRISTOPHE-PATRICE LEMAIRE	5	5	1	3	78373,00	2061,00	80434,00	863,00	15674,60	15675	1
AKIRA SUGAWARA	4	4	1	3	25249,00	15914,00	41163,00	5349,00	6312,25	6312	1
JAIME GELABERT BAUTISTA	7	8	1	3	15487,00	2647,00	18134,00	742,00	1935,88	2212	1
EDGAR LABAISSE	5	5	1	3	11600,00	0,00	11600,00	2056,00	2320,00	2320	1
AUGUSTIN GLEYROUX	5	5	1	3	10114,00	0,00	10114,00	1768,00	2022,80	2023	1
ARNAUD DE LEPINE	7	8	1	3	6300,00	3150,00	9450,00	1162,00	787,50	900	1
PIERRE-LOUIS JAMIN	5	6	1	2	90620,00	0,00	90620,00	0,00	15103,33	18124	1
BAUYRZHAN MURZABAYEV	3	5	1	2	17994,00	5361,00	23355,00	1467,00	3598,80	5998	2
SAMUEL LEGRIX	6	8	1	2	12262,00	9194,00	21456,00	2788,00	1532,75	2044	1
MME ANGELA DAIFI	3	3	1	2	11006,00	5095,00	16101,00	2092,00	3668,67	3669	1
FEDERICO BOSSA	3	3	1	2	5900,00	1207,00	7107,00	373,00	1966,67	1967	1
SILVESTRE DE SOUSA	2	2	1	1	39115,00	1886,00	41001,00	374,00	19557,50	19558	1
PETR FORET	2	3	1	1	36130,00	23803,00	59933,00	5810,00	12043,33	18065	2
CESAR BELMONT	2	2	1	1	16360,00	7361,00	23721,00	3082,00	8180,00	8180	1
MME CONSTANCE BERGES	1	3	1	1	12428,00	5592,00	18020,00	2342,00	4142,67	12428	3
ADEL MOHAMMED MEELAD ALQEEYADI	1	2	1	1	11040,00	4968,00	16008,00	2081,00	5520,00	11040	2
MME EVELYN AILEN RODRIGUEZ	2	2	1	1	8394,00	3776,00	12170,00	1581,00	4197,00	4197	1
MME BRYONY LE CLERC	2	2	1	1	8150,00	0,00	8150,00	1467,00	4075,00	4075	1
ANTHONY RENARD	2	2	1	1	5500,00	0,00	5500,00	990,00	2750,00	2750	1
SANDRO GESSA	3	4	1	1	4650,00	2092,00	6742,00	875,00	1162,50	1550	1
HECTOR CROUCH	2	2	1	0	80000,00	0,00	80000,00	0,00	40000,00	40000	1
BILLY LOUGHNANE	4	4	1	0	36600,00	0,00	36600,00	0,00	9150,00	9150	1
CALLUM RODRIGUEZ	2	2	1	0	36600,00	0,00	36600,00	0,00	18300,00	18300	1
NICOLAS DE JULIAN ALONSO	1	2	1	0	7700,00	3465,00	11165,00	949,00	3850,00	7700	2
JACQUES RICOU	1	1	1	0	7300,00	3285,00	10585,00	899,00	7300,00	7300	1
MME MARGOT BESNARD	3	5	1	0	5000,00	0,00	5000,00	900,00	1000,00	1667	2
ESTEBAN METIVIER	2	2	1	0	5000,00	0,00	5000,00	900,00	2500,00	2500	1
MME NINON MARTEL	2	2	1	0	4500,00	2025,00	6525,00	554,00	2250,00	2250	1
TRISTAN LEMAGNEN	1	1	1	0	4000,00	0,00	4000,00	640,00	4000,00	4000	1
RICCARDO IACOPINI	21	29	0	20	21803,00	13972,00	35775,00	4629,00	751,83	1038	1
MOHAMMAD ZEESHAAN SAHEBJAN	35	50	0	16	14285,00	3128,00	17413,00	1932,00	285,70	408	1
TITOUAN SPORLI	11	15	0	12	14851,00	0,00	14851,00	2633,00	990,07	1350	1
LOUIS ARMANCE	12	21	0	11	13794,00	8206,00	22000,00	2813,00	656,86	1150	2
RICARDO NICOLAS VALLE	9	13	0	11	8702,00	3901,00	12603,00	1441,00	669,38	967	1
MARC LERNER	10	21	0	10	24960,00	18715,00	43675,00	4016,00	1188,57	2496	2
RAMON AGUILERA PUENTE	8	27	0	10	10556,00	4621,00	15177,00	1999,00	390,96	1320	3
ANTHONY JARDEL	11	16	0	8	8647,00	3004,00	11651,00	1600,00	540,44	786	1
TYSON VENTADOUR	6	11	0	7	9342,00	0,00	9342,00	1632,00	849,27	1557	2
STEPHANE BREUX	23	29	0	7	8064,00	3545,00	11609,00	1082,00	278,07	351	1
DYLAN SALMON	13	16	0	7	6052,00	3094,00	9146,00	1153,00	378,25	466	1
MME MARGAUX ANTZ	9	14	0	7	5394,00	1481,00	6875,00	860,00	385,29	599	2
JEREMY DOS SANTOS	9	10	0	7	4620,00	2727,00	7347,00	952,00	462,00	513	1
MME MICHAELA MALACOVA	10	13	0	7	4177,00	1964,00	6141,00	641,00	321,31	418	1
DORDE PEROVIC	5	7	0	6	12050,00	8657,00	20707,00	2582,00	1721,43	2410	1
THOMAS JOURNIAC	11	11	0	6	10460,00	0,00	10460,00	1834,00	950,91	951	1
CLIFFORD LEE	9	10	0	5	311485,00	324,00	311809,00	135,00	31148,50	34609	1
CLEMENT LEFEBVRE	6	6	0	5	7856,00	1135,00	8991,00	1433,00	1309,33	1309	1
MME LIYA GAUBERT	9	16	0	5	6105,00	216,00	6321,00	766,00	381,56	678	2
LUKE MORRIS	8	8	0	4	58080,00	0,00	58080,00	0,00	7260,00	7260	1
SIMON PLANQUE	6	6	0	4	9464,00	2736,00	12200,00	1842,00	1577,33	1577	1
MME OLIVIA LONGUET	8	10	0	4	5916,00	4324,00	10240,00	1337,00	591,60	740	1
AXIL GUILLOTEAU	11	12	0	4	5532,00	3123,00	8655,00	1132,00	461,00	503	1
JEF VERBEECK	3	6	0	4	4680,00	0,00	4680,00	0,00	780,00	1560	2
JOSE EMILIO GOMEZ	4	5	0	4	4020,00	2020,00	6040,00	784,00	804,00	1005	1
LUKAS DELEAU	6	9	0	4	3882,00	2911,00	6793,00	881,00	431,33	647	2
MME NAHUELL MASSELIS	6	8	0	4	2561,00	994,00	3555,00	457,00	320,13	427	1
THEO LE GRAET	12	16	0	4	2245,00	1565,00	3810,00	494,00	140,31	187	1
MME KERRIE RAYBOULD	10	11	0	4	2236,00	0,00	2236,00	292,00	203,27	224	1
CORENTIN BERGE	5	5	0	4	2120,00	1134,00	3254,00	421,00	424,00	424	1
NATAN BOUVRY	8	9	0	4	1502,00	370,00	1872,00	234,00	166,89	188	1
MME MORGANE TEVELS	3	4	0	4	1177,00	528,00	1705,00	188,00	294,25	392	1
CHRISTOPHER DENIS HAYES	4	5	0	3	53852,00	594,00	54446,00	180,00	10770,40	13463	1
SEAN M. LEVEY	3	3	0	3	47320,00	0,00	47320,00	0,00	15773,33	15773	1
